namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Fauni,,,,,,Ultoris Imperium,Virtus Fauni,Fulmen Virtutis,,,,Vigilia Victoriae,,,,,,,,,,Vulcan's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Cupidinis,,,,,,Ultoris Ignis,Pugio Cupidinis,Procella Fidei,,,,Voluntas Tutelae,,,,,,,,,,Tellus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Vulcani,,,,,,Ultoris Vigilia,Vis Vulcani,Ultoris Pugio,,,,Tychon Virtus,,,,,,,,,,Fortuna's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Vestae,,,,,,Ultoris Sagitta,Voluntas Vestae,Praetoriae Pilum,,,,Ultoris Tempestas,,,,,,,,,,Mercury's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Martis,,,,,,Ultoris Pugio,Pugnus Martis,Tychon Tempestas,,,,Audacia Martis,,,,,,,,,,Bacchus's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Fauni,,,,,,Ultoris Pilum,Ignis Fauni,Vox Fidei,,,,Tutelae Ira,,,,,,,,,,Sol's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Martis,,,,,,Ultoris Spatha,Pilum Martis,Timoris Pugio,,,,Vindex Spatha,,,,,,,,,,Minerva's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Neptuni,,,,,,Ultoris Hasta,Gladius Neptuni,Vox Scipionis,,,,Voluntas Victoriae,,,,,,,,,,Minerva's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Iovis,,,,,,Ultoris Scutum,Spatha Iovis,Virtus Fortunae,,,,Tonitrus Victoriae,,,,,,,,,,Will of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Apollinis,,,,,,Ultoris Furor,Furor Apollinis,Ignis Volusiani,,,,Vis Tychonis,,,,,,,,,,Juno's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Solis,,,,,,Ultoris Ira,Vis Solis,Victoriae Tempestas,,,,Tutelae Audacia,,,,,,,,,,Saturn's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Minervae,,,,,,Ultoris Valor,Furor Minervae,Metus Hasta,,,,Virtus Felicitatis,,,,,,,,,,Wrath of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Vestae,,,,,,Ultoris Tenacitas,Tempestas Vestae,Hasta Virtutis,,,,Virtus Manii,,,,,,,,,,Mars's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Apollinis,,,,,,Ultoris Audacia,Pugio Apollinis,Pugnus Bellonae,,,,Ultoris Gladius,,,,,,,,,,Tellus's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Fauni,,,,,,Ultoris Tempestas,Audacia Fauni,Metus Imperium,,,,Voluntas Scipionis,,,,,,,,,,Apollo's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Dianae,,,,,,Ultoris Tonitruum,Ignis Dianae,Praetoriae Ira,,,,Spatha Virtutis,,,,,,,,,,Fist of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Lunae,,,,,,Pavoris Currus,Virtus Lunae,Ignis Fortunae,,,,Spatha Fortunae,,,,,,,,,,Will of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Martis,,,,,,Pavoris Virtus,Tempestas Martis,Pilum Fortunae,,,,Pavoris Furor,,,,,,,,,,Diana's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitrua Neptuni,,,,,,Pavoris Gladius,Tonitrua Neptuni,Fulmen Scipionis,,,,Vis Fidei,,,,,,,,,,Venus's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Lunae,,,,,,Pavoris Imperium,Pugio Lunae,Voluntas Scipionis,,,,Praetoriae Imperium,,,,,,,,,,Pluto's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Ianus,,,,,,Pavoris Ignis,Pugnus Ianus,Voluntas Iustitiae,,,,Fulmen Ultoris,,,,,,,,,,Apollo's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Saturni,,,,,,Pavoris Vigilia,Spatha Saturni,Pavoris Furor,,,,Voluntas Ultoris,,,,,,,,,,Wrath of Juno,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Iovis,,,,,,Pavoris Sagitta,Pugio Iovis,Praetoriae Sagitta,,,,Voluntas Honoris,,,,,,,,,,Voice of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Cupidinis,,,,,,Pavoris Pugio,Tempestas Cupidinis,Pugnus Ultoris,,,,Tychon Vigilia,,,,,,,,,,Janus's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Fortunae,,,,,,Pavoris Pilum,Imperium Fortunae,Tonitrus Virtutis,,,,Scutum Volusiani,,,,,,,,,,Mars's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Dianae,,,,,,Pavoris Spatha,Imperium Dianae,Timoris Vigilia,,,,Furor Bellonae,,,,,,,,,,Cupid's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Lunae,,,,,,Pavoris Hasta,Fulmen Lunae,Tempestas Fortunae,,,,Scutum Concordiae,,,,,,,,,,Saturn's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Junonis,,,,,,Pavoris Scutum,Ira Junonis,Tychon Pilum,,,,Ultoris Spatha,,,,,,,,,,Mercury's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Iovis,,,,,,Pavoris Furor,Ignis Iovis,Tychon Sagitta,,,,Vigilia Manii,,,,,,,,,,Venus's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Cereris,,,,,,Pavoris Ira,Pugio Cereris,Praetoriae Pugio,,,,Timoris Audacia,,,,,,,,,,Voice of Cupid,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Saturni,,,,,,Pavoris Valor,Pilum Saturni,Fulmen Fidei,,,,Gladius Virtutis,,,,,,,,,,Wrath of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Fauni,,,,,,Pavoris Tenacitas,Ira Fauni,Pugio Virtutis,,,,Gladius Volusiani,,,,,,,,,,Apollo's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Iunonis,,,,,,Pavoris Audacia,Ira Iunonis,Spatha Fidei,,,,Tenacitas Concordiae,,,,,,,,,,Mars's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Fortunae,,,,,,Pavoris Tempestas,Pugio Fortunae,Ignis Virtutis,,,,Scutum Virtutis,,,,,,,,,,Vesta's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Fauni,,,,,,Pavoris Tonitruum,Fulmen Fauni,Vox Honoris,,,,Tutelae Furor,,,,,,,,,,Voice of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Martis,,,,,,Timoris Currus,Sagitta Martis,Audacia Honoris,,,,Sagitta Virtutis,,,,,,,,,,Janus's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Martis,,,,,,Timoris Virtus,Voluntas Martis,Fulmen Disciplinae,,,,Audacia Honoris,,,,,,,,,,Wrath of Vesta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Neptuni,,,,,,Timoris Gladius,Virtus Neptuni,Pugnus Timoris,,,,Quirini Furor,,,,,,,,,,Pluto's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Fortunae,,,,,,Timoris Imperium,Hasta Fortunae,Imperium Virtutis,,,,Fulmen Vindex,,,,,,,,,,Wrath of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Telluris,,,,,,Timoris Ignis,Virtus Telluris,Metus Tempestas,,,,Fulmen Bellonae,,,,,,,,,,Diana's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Lunae,,,,,,Timoris Vigilia,Vox Lunae,Fulmen Felicitatis,,,,Ultoris Tonitruum,,,,,,,,,,Bacchus's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Iunonis,,,,,,Timoris Sagitta,Tenacitas Iunonis,Vindex Hasta,,,,Scipio Vigilia,,,,,,,,,,Neptune's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Lunae,,,,,,Timoris Pugio,Pugnus Lunae,Tutelae Ira,,,,Pugnus Fidei,,,,,,,,,,Vesta's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Iunonis,,,,,,Timoris Pilum,Currus Iunonis,Voluntas Tychonis,,,,Quirini Imperium,,,,,,,,,,Bacchus's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Lunae,,,,,,Timoris Spatha,Ira Lunae,Tychon Tenacitas,,,,Tenacitas Martis,,,,,,,,,,Cupid's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitru Bacchi,,,,,,Timoris Hasta,Tonitru Bacchi,Justitiae Hasta,,,,Tychon Hasta,,,,,,,,,,Fist of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Cupidinis,,,,,,Timoris Scutum,Vox Cupidinis,Victoriae Gladius,,,,Tychon Pugio,,,,,,,,,,Will of Minerva,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Martis,,,,,,Timoris Furor,Tenacitas Martis,Honoris Valor,,,,Voluntas Fidei,,,,,,,,,,Sol's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Telluris,,,,,,Timoris Ira,Furor Telluris,Ira Praetoriae,,,,Pavoris Vigilia,,,,,,,,,,Mars's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Cupidinis,,,,,,Timoris Valor,Virtus Cupidinis,Vis Tutelae,,,,Honoris Ira,,,,,,,,,,Bacchus's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Dianae,,,,,,Timoris Tenacitas,Audacia Dianae,Vigilia Martis,,,,Vindex Hasta,,,,,,,,,,Faunus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Apollinis,,,,,,Timoris Audacia,Hasta Apollinis,Hasta Fidei,,,,Gladius Fortunae,,,,,,,,,,Voice of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Solis,,,,,,Timoris Tempestas,Virtus Solis,Carrus Fidei,,,,Ira Bellonae,,,,,,,,,,Bolt of Vesta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Ianus,,,,,,Timoris Tonitruum,Scutum Ianus,Metus Tonitru,,,,Carrus Fidei,,,,,,,,,,Cupid's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Saturni,,,,,,Victoriae Currus,Virtus Saturni,Tychon Virtus,,,,Timoris Pugio,,,,,,,,,,Mercury's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitru Cupidinis,,,,,,Victoriae Virtus,Tonitru Cupidinis,Scutum Concordiae,,,,Praetoriae Spatha,,,,,,,,,,Luna's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Lunae,,,,,,Victoriae Gladius,Vis Lunae,Quirini Vigilia,,,,Pugio Victoriae,,,,,,,,,,Neptune's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Apollinis,,,,,,Victoriae Imperium,Vigilia Apollinis,Ire Manii,,,,Hasta Felicitatis,,,,,,,,,,Fortuna's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Mercurii,,,,,,Victoriae Ignis,Spatha Mercurii,Ira Tychonis,,,,Ira Fortunae,,,,,,,,,,Bolt of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Solis,,,,,,Victoriae Vigilia,Pugnus Solis,Imperium Bellonae,,,,Tutelae Spatha,,,,,,,,,,Vesta's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Plutonis,,,,,,Victoriae Sagitta,Vigilia Plutonis,Praetoriae Ignis,,,,Tonitrus Concordiae,,,,,,,,,,Bolt of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Neptuni,,,,,,Victoriae Pugio,Vigilia Neptuni,Tempestas Martis,,,,Tempestas Virtutis,,,,,,,,,,Cupid's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Veneris,,,,,,Victoriae Pilum,Voluntas Veneris,Vindex Pugio,,,,Pilum Virtutis,,,,,,,,,,Bolt of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Solis,,,,,,Victoriae Spatha,Ignis Solis,Justitiae Scutum,,,,Sagitta Victoriae,,,,,,,,,,Luna's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Ianus,,,,,,Victoriae Hasta,Ira Ianus,Currus Virtutis,,,,Scutum Manii,,,,,,,,,,Bolt of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Fortunae,,,,,,Victoriae Scutum,Vis Fortunae,Tutelae Iracundia,,,,Tutelae Tempestas,,,,,,,,,,Apollo's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Bacchi,,,,,,Victoriae Furor,Vigilia Bacchi,Vindex Ignis,,,,Fulmen Tutelae,,,,,,,,,,Neptune's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Plutonis,,,,,,Victoriae Ira,Fulmen Plutonis,Tychon Gladius,,,,Scipio Pilum,,,,,,,,,,Venus's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitru Minervae,,,,,,Victoriae Valor,Tonitru Minervae,Hasta Bellonae,,,,Vox Bellonae,,,,,,,,,,Venus's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Bacchi,,,,,,Victoriae Tenacitas,Ignis Bacchi,Ira Fidei,,,,Quirini Pilum,,,,,,,,,,Luna's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Cupidinis,,,,,,Victoriae Audacia,Vis Cupidinis,Tutelae Hasta,,,,Spatha Honoris,,,,,,,,,,Voice of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Minervae,,,,,,Victoriae Tempestas,Imperium Minervae,Ultoris Imperium,,,,Pilum Victoriae,,,,,,,,,,Fortuna's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Vestae,,,,,,Victoriae Tonitruum,Vox Vestae,Sagitta Bellonae,,,,Pugnus Martis,,,,,,,,,,Mars's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Mercurii,,,,,,Disciplinae Currus,Furor Mercurii,Imperium Martis,,,,Metus Currus,,,,,,,,,,Mercury's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Vestae,,,,,,Disciplinae Virtus,Hasta Vestae,Ultoris Gladius,,,,Disciplinae Vigilia,,,,,,,,,,Juno's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Vestae,,,,,,Disciplinae Gladius,Vigilia Vestae,Quirini Currus,,,,Ignis Manii,,,,,,,,,,Ceres's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Vulcani,,,,,,Disciplinae Imperium,Pilum Vulcani,Pugnus Concordiae,,,,Tutelae Pugio,,,,,,,,,,Vulcan's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Minervae,,,,,,Disciplinae Ignis,Scutum Minervae,Vox Metus,,,,Pugnus Quirini,,,,,,,,,,Wrath of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Bacchi,,,,,,Disciplinae Vigilia,Imperium Bacchi,Pugnus Virtutis,,,,Metus Virtus,,,,,,,,,,Bacchus's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Vulcani,,,,,,Disciplinae Sagitta,Tempestas Vulcani,Hasta Manii,,,,Voluntas Manii,,,,,,,,,,Sol's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Solis,,,,,,Disciplinae Pugio,Pilum Solis,Justitiae Spatha,,,,Vis Iustitiae,,,,,,,,,,Cupid's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Fauni,,,,,,Disciplinae Pilum,Hasta Fauni,Currus Fortunae,,,,Sagitta Fidei,,,,,,,,,,Tellus's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Vulcani,,,,,,Disciplinae Spatha,Gladius Vulcani,Tenacitas Honoris,,,,Furor Honoris,,,,,,,,,,Mars's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Cupidinis,,,,,,Disciplinae Hasta,Currus Cupidinis,Honoris Tenacitas,,,,Scipio Audacia,,,,,,,,,,Bolt of Luna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Dianae,,,,,,Disciplinae Scutum,Vox Dianae,Ira Disciplinae,,,,Furor Volusiani,,,,,,,,,,Pluto's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Cupidinis,,,,,,Disciplinae Furor,Pugnus Cupidinis,Praetoriae Valor,,,,Tenacitas Manii,,,,,,,,,,Ceres's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Veneris,,,,,,Disciplinae Ira,Virtus Veneris,Quirini Scutum,,,,Imperium Bellonae,,,,,,,,,,Ceres's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Ceres,,,,,,Disciplinae Valor,Tempestas Ceres,Currus Victoriae,,,,Vis Praetoriae,,,,,,,,,,Luna's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Dianae,,,,,,Disciplinae Tenacitas,Vis Dianae,Pavoris Hasta,,,,Tenacitas Fortunae,,,,,,,,,,Ceres's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Ianus,,,,,,Disciplinae Audacia,Tempestas Ianus,Voluntas Concordiae,,,,Audacia Bellonae,,,,,,,,,,Sol's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Ianus,,,,,,Disciplinae Tempestas,Hasta Ianus,Ultoris Vigilia,,,,Vindex Currus,,,,,,,,,,Jupiter's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Bacchi,,,,,,Disciplinae Tonitru,Gladius Bacchi,Fulmen Ultoris,,,,Gladius Concordiae,,,,,,,,,,Vulcan's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Martis,,,,,,Praetoriae Currus,Pugio Martis,Vindex Gladius,,,,Pavoris Scutum,,,,,,,,,,Luna's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Veneris,,,,,,Praetoriae Virtus,Pugio Veneris,Pavoris Spatha,,,,Ira Metus,,,,,,,,,,Fist of Diana,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Neptuni,,,,,,Praetoriae Gladius,Pugnus Neptuni,Metus Tenacitas,,,,Tutelae Virtus,,,,,,,,,,Mars's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Bacchi,,,,,,Praetoriae Imperium,Vis Bacchi,Ultoris Scutum,,,,Vox Ultoris,,,,,,,,,,Vulcan's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Neptuni,,,,,,Praetoriae Ignis,Furor Neptuni,Disciplinae Tempestas,,,,Disciplinae Audacia,,,,,,,,,,Vulcan's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Vulcani,,,,,,Praetoriae Vigilia,Vigilia Vulcani,Pavoris Tonitruum,,,,Ira Praetoriae,,,,,,,,,,Pluto's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Vulcani,,,,,,Praetoriae Sagitta,Voluntas Vulcani,Metus Furor,,,,Vox Quirini,,,,,,,,,,Cupid's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Saturni,,,,,,Praetoriae Pugio,Ira Saturni,Vox Victoriae,,,,Scipio Imperium,,,,,,,,,,Janus's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Apollinis,,,,,,Praetoriae Pilum,Tempestas Apollinis,Tutelae Pugio,,,,Fulmen Manii,,,,,,,,,,Apollo's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Neptuni,,,,,,Praetoriae Spatha,Spatha Neptuni,Disciplinae Hasta,,,,Vigilia Honoris,,,,,,,,,,Apollo's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Neptuni,,,,,,Praetoriae Hasta,Pilum Neptuni,Pilum Virtutis,,,,Tutelae Sagitta,,,,,,,,,,Might of Minerva,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Apollinis,,,,,,Praetoriae Scutum,Ignis Apollinis,Scipio Gladius,,,,Tonitrus Bellonae,,,,,,,,,,Jupiter's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Mercurii,,,,,,Praetoriae Furor,Audacia Mercurii,Carrus Concordiae,,,,Hasta Fidei,,,,,,,,,,Will of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Fortunae,,,,,,Praetoriae Ira,Ira Fortunae,Ultoris Tempestas,,,,Scipio Gladius,,,,,,,,,,Diana's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Martis,,,,,,Praetoriae Valor,Spatha Martis,Fulmen Concordiae,,,,Ignis Volusiani,,,,,,,,,,Janus's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Mercurii,,,,,,Praetoriae Tenacitas,Virtus Mercurii,Vis Pavoris,,,,Victoriae Virtus,,,,,,,,,,Vulcan's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Apollinis,,,,,,Praetoriae Audacia,Ira Apollinis,Gladius Fortunae,,,,Virtus Fortunae,,,,,,,,,,Sol's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Ianus,,,,,,Praetoriae Iracundia,Vigilia Ianus,Imperium Volusiani,,,,Vis Tutelae,,,,,,,,,,Will of Luna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Vulcani,,,,,,Praetoriae Tempestas,Ignis Vulcani,Pugio Victoriae,,,,Fulmen Praetoriae,,,,,,,,,,Pluto's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Vulcani,,,,,,Praetoriae Tonitru,Fulmen Vulcani,Vox Fortunae,,,,Timoris Imperium,,,,,,,,,,Pluto's Hasta,,,
