namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Venus,,,,,,Justitia's Fire,Cupid's Command,Virtus's Tenacity,,,,Honos's Ire,,,,,,,,,,Tellus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Storm,,,,,,Justitia's Vigil,Tellus's Chariot,Might of Vindex,,,,Scipio's Tempest,,,,,,,,,,Fortuna's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Storm,,,,,,Justitia's Sagitta,Janus's Command,Will of Tutela,,,,Volusianus's Rage,,,,,,,,,,Mercury's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Diana,,,,,,Justitia's Pugio,Fist of Fortuna,Might of Scipio,,,,Volusianus's Spatha,,,,,,,,,,Bacchus's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Gladius,,,,,,Justitia's Pilum,Neptune's Pugio,Timor's Scutum,,,,Volusianus's Valor,,,,,,,,,,Sol's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Tempest,,,,,,Justitia's Spatha,Minerva's Spatha,Fides's Ire,,,,Volusianus's Command,,,,,,,,,,Minerva's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Tempest,,,,,,Justitia's Hasta,Neptune's Tempest,Timor's Audacity,,,,Wrath of Bellona,,,,,,,,,,Minerva's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Gladius,,,,,,Justitia's Scutum,Jupiter's Fury,Pavor's Gladius,,,,Voice of Tychon,,,,,,,,,,Will of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Tempest,,,,,,Justitia's Fury,Diana's Pugio,Manius's Thunder,,,,Timor's Fury,,,,,,,,,,Juno's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Rage,,,,,,Justitia's Rage,Saturn's Storm,Wrath of Ultor,,,,Fortuna's Gladius,,,,,,,,,,Saturn's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Chariot,,,,,,Justitia's Valor,Fortuna's Sagitta,Bolt of Metus,,,,Bolt of Victoria,,,,,,,,,,Wrath of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Command,,,,,,Justitia's Tenacity,Bolt of Janus,Felicitas's Chariot,,,,Pavor's Fire,,,,,,,,,,Mars's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Vigil,,,,,,Justitia's Audacity,Voice of Fortuna,Honos's Fire,,,,Scipio's Sagitta,,,,,,,,,,Tellus's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Minerva,,,,,,Justitia's Ire,Luna's Scutum,Fides's Fire,,,,Felicitas's Fire,,,,,,,,,,Apollo's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Sagitta,,,,,,Justitia's Storm,Ceres's Scutum,Wrath of Virtus,,,,Tutela's Sagitta,,,,,,,,,,Fist of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Fury,,,,,,Justitia's Tempest,Saturn's Sagitta,Fides's Storm,,,,Tychon's Spatha,,,,,,,,,,Will of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Vulcan,,,,,,Justitia's Thunder,Faunus's Courage,Felicitas's Valor,,,,Tutela's Spatha,,,,,,,,,,Diana's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Ire,,,,,,Ultor's Chariot,Cupid's Pugio,Fides's Sagitta,,,,Fist of Virtus,,,,,,,,,,Venus's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Fire,,,,,,Ultor's Courage,Might of Vulcan,Will of Volusianus,,,,Virtus's Scutum,,,,,,,,,,Pluto's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Audacity,,,,,,Ultor's Gladius,Will of Vesta,Victoria's Pilum,,,,Voice of Disciplina,,,,,,,,,,Apollo's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Sol,,,,,,Ultor's Command,Voice of Janus,Ultor's Scutum,,,,Justitia's Pilum,,,,,,,,,,Wrath of Juno,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Apollo,,,,,,Ultor's Fire,Fist of Mars,Praetoria's Spatha,,,,Honos's Fire,,,,,,,,,,Voice of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Sagitta,,,,,,Ultor's Vigil,Faunus's Fire,Quirinus's Chariot,,,,Fides's Thunder,,,,,,,,,,Janus's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Pluto,,,,,,Ultor's Sagitta,Mars's Pilum,Manius's Pugio,,,,Bellona's Ire,,,,,,,,,,Mars's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Scutum,,,,,,Ultor's Pugio,Neptune's Gladius,Timor's Ire,,,,Fides's Storm,,,,,,,,,,Cupid's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Minerva,,,,,,Ultor's Pilum,Jupiter's Spatha,Might of Disciplina,,,,Mars's Rage,,,,,,,,,,Saturn's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Fury,,,,,,Ultor's Spatha,Apollo's Fury,Fortuna's Sagitta,,,,Wrath of Mars,,,,,,,,,,Mercury's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Spatha,,,,,,Ultor's Hasta,Might of Sol,Quirinus's Gladius,,,,Mars's Tempest,,,,,,,,,,Venus's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Tempest,,,,,,Ultor's Scutum,Minerva's Fury,Disciplina's Rage,,,,Scipio's Audacity,,,,,,,,,,Voice of Cupid,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Chariot,,,,,,Ultor's Fury,Vesta's Storm,Bellona's Sagitta,,,,Fist of Quirinus,,,,,,,,,,Wrath of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Chariot,,,,,,Ultor's Rage,Apollo's Pugio,Fortuna's Tenacity,,,,Praetoria's Vigil,,,,,,,,,,Apollo's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Audacity,,,,,,Ultor's Valor,Faunus's Audacity,Manius's Gladius,,,,Fist of Volusianus,,,,,,,,,,Mars's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Hasta,,,,,,Ultor's Tenacity,Faunus's Fury,Volusianus's Vigil,,,,Might of Ultor,,,,,,,,,,Vesta's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Chariot,,,,,,Ultor's Audacity,Diana's Fire,Bolt of Felicitas,,,,Scipio's Pugio,,,,,,,,,,Voice of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Faunus,,,,,,Ultor's Ire,Luna's Courage,Pavor's Tempest,,,,Virtus's Rage,,,,,,,,,,Janus's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Pilum,,,,,,Ultor's Storm,Mars's Storm,Ultor's Rage,,,,Voice of Praetoria,,,,,,,,,,Wrath of Vesta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Chariot,,,,,,Ultor's Tempest,Neptune's Thunder,Virtus's Vigil,,,,Will of Mars,,,,,,,,,,Pluto's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Courage,,,,,,Ultor's Thunder,Vesta's Rage,Scipio's Pilum,,,,Felicitas's Tempest,,,,,,,,,,Wrath of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Pugio,,,,,,Pavor's Chariot,Juno's Command,Praetoria's Sagitta,,,,Honos's Thunder,,,,,,,,,,Diana's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Command,,,,,,Pavor's Courage,Vesta's Pugio,Tychon's Valor,,,,Virtus's Fire,,,,,,,,,,Bacchus's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Pugio,,,,,,Pavor's Gladius,Venus's Thunder,Disciplina's Ire,,,,Bellona's Sagitta,,,,,,,,,,Neptune's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Fire,,,,,,Pavor's Command,Sol's Fury,Praetoria's Tempest,,,,Victoria's Vigil,,,,,,,,,,Vesta's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Chariot,,,,,,Pavor's Fire,Neptune's Command,Vindex's Valor,,,,Might of Timor,,,,,,,,,,Bacchus's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Scutum,,,,,,Pavor's Vigil,Luna's Tempest,Timor's Fire,,,,Will of Fortuna,,,,,,,,,,Cupid's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Storm,,,,,,Pavor's Sagitta,Pluto's Courage,Justitia's Hasta,,,,Metus's Valor,,,,,,,,,,Fist of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Valor,,,,,,Pavor's Pugio,Pluto's Fire,Praetoria's Ire,,,,Praetoria's Spatha,,,,,,,,,,Will of Minerva,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Valor,,,,,,Pavor's Pilum,Venus's Gladius,Fortuna's Ire,,,,Wrath of Manius,,,,,,,,,,Sol's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Pugio,,,,,,Pavor's Spatha,Saturn's Pilum,Ultor's Command,,,,Might of Tychon,,,,,,,,,,Mars's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Mars,,,,,,Pavor's Hasta,Luna's Pugio,Victoria's Courage,,,,Fortuna's Fire,,,,,,,,,,Bacchus's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Sagitta,,,,,,Pavor's Scutum,Fist of Janus,Volusianus's Tenacity,,,,Felicitas's Spatha,,,,,,,,,,Faunus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Fire,,,,,,Pavor's Fury,Saturn's Spatha,Mars's Valor,,,,Tutela's Tenacity,,,,,,,,,,Voice of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Tempest,,,,,,Pavor's Rage,Jupiter's Pugio,Quirinus's Storm,,,,Tychon's Valor,,,,,,,,,,Bolt of Vesta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Ceres,,,,,,Pavor's Valor,Cupid's Storm,Tutela's Storm,,,,Timor's Courage,,,,,,,,,,Cupid's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Valor,,,,,,Pavor's Tenacity,Fortuna's Command,Bolt of Fortuna,,,,Quirinus's Gladius,,,,,,,,,,Mercury's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Scutum,,,,,,Pavor's Audacity,Wrath of Faunus,Victoria's Storm,,,,Vindex's Audacity,,,,,,,,,,Luna's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Diana,,,,,,Pavor's Ire,Diana's Command,Felicitas's Tempest,,,,Disciplina's Tenacity,,,,,,,,,,Neptune's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Pilum,,,,,,Pavor's Storm,Diana's Rage,Disciplina's Chariot,,,,Quirinus's Fire,,,,,,,,,,Fortuna's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Fortuna,,,,,,Pavor's Tempest,Bolt of Luna,Quirinus's Fire,,,,Felicitas's Chariot,,,,,,,,,,Bolt of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Luna,,,,,,Pavor's Thunder,Juno's Ire,Tychon's Command,,,,Fortuna's Chariot,,,,,,,,,,Vesta's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Fire,,,,,,Timor's Chariot,Jupiter's Fire,Justitia's Spatha,,,,Praetoria's Scutum,,,,,,,,,,Bolt of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Command,,,,,,Timor's Courage,Ceres's Pugio,Voice of Tutela,,,,Fortuna's Pilum,,,,,,,,,,Cupid's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Fire,,,,,,Timor's Gladius,Fortuna's Pugio,Honos's Ire,,,,Wrath of Vindex,,,,,,,,,,Bolt of Venus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Valor,,,,,,Timor's Command,Bolt of Faunus,Felicitas's Sagitta,,,,Tutela's Scutum,,,,,,,,,,Luna's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Vigil,,,,,,Timor's Fire,Fortuna's Storm,Metus's Hasta,,,,Fides's Gladius,,,,,,,,,,Bolt of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Courage,,,,,,Timor's Vigil,Luna's Valor,Bolt of Disciplina,,,,Vindex's Pugio,,,,,,,,,,Apollo's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Vigil,,,,,,Timor's Sagitta,Mars's Sagitta,Fortuna's Rage,,,,Metus's Pilum,,,,,,,,,,Neptune's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Chariot,,,,,,Timor's Pugio,Will of Mars,Felicitas's Storm,,,,Mars's Scutum,,,,,,,,,,Venus's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Gladius,,,,,,Timor's Pilum,Venus's Rage,Concordia's Audacity,,,,Disciplina's Valor,,,,,,,,,,Venus's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Pilum,,,,,,Timor's Spatha,Neptune's Valor,Volusianus's Chariot,,,,Metus's Tenacity,,,,,,,,,,Luna's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Spatha,,,,,,Timor's Hasta,Fortuna's Hasta,Honos's Thunder,,,,Concordia's Chariot,,,,,,,,,,Voice of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Saturn,,,,,,Timor's Scutum,Tellus's Courage,Metus's Courage,,,,Bellona's Hasta,,,,,,,,,,Fortuna's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Gladius,,,,,,Timor's Fury,Voice of Luna,Bellona's Tenacity,,,,Wrath of Fortuna,,,,,,,,,,Mars's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Courage,,,,,,Timor's Rage,Juno's Tenacity,Wrath of Concordia,,,,Pavor's Spatha,,,,,,,,,,Mercury's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Hasta,,,,,,Timor's Valor,Fist of Luna,Ultor's Pugio,,,,Voice of Vindex,,,,,,,,,,Juno's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Rage,,,,,,Timor's Tenacity,Bacchus's Courage,Felicitas's Thunder,,,,Honos's Hasta,,,,,,,,,,Ceres's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Tenacity,,,,,,Timor's Audacity,Juno's Chariot,Pavor's Hasta,,,,Mars's Gladius,,,,,,,,,,Vulcan's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Chariot,,,,,,Timor's Ire,Luna's Ire,Disciplina's Vigil,,,,Manius's Gladius,,,,,,,,,,Wrath of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Sagitta,,,,,,Timor's Storm,Bacchus's Thunder,Pavor's Pugio,,,,Vindex's Storm,,,,,,,,,,Bacchus's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Vulcan,,,,,,Timor's Tempest,Voice of Cupid,Might of Tutela,,,,Bellona's Thunder,,,,,,,,,,Sol's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Faunus,,,,,,Timor's Thunder,Mars's Tenacity,Scipio's Vigil,,,,Voice of Volusianus,,,,,,,,,,Cupid's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Chariot,,,,,,Disciplina's Chariot,Tellus's Rage,Praetoria's Courage,,,,Manius's Rage,,,,,,,,,,Tellus's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Fortuna,,,,,,Disciplina's Courage,Cupid's Valor,Pavor's Fire,,,,Will of Felicitas,,,,,,,,,,Mars's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Luna,,,,,,Disciplina's Gladius,Diana's Audacity,Quirinus's Tempest,,,,Victoria's Tenacity,,,,,,,,,,Bolt of Luna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Fire,,,,,,Disciplina's Command,Apollo's Hasta,Justitia's Scutum,,,,Disciplina's Gladius,,,,,,,,,,Pluto's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Fury,,,,,,Disciplina's Fire,Sol's Courage,Volusianus's Valor,,,,Quirinus's Spatha,,,,,,,,,,Ceres's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Spatha,,,,,,Disciplina's Vigil,Janus's Scutum,Will of Mars,,,,Timor's Pilum,,,,,,,,,,Ceres's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Spatha,,,,,,Disciplina's Sagitta,Saturn's Valor,Felicitas's Ire,,,,Honos's Courage,,,,,,,,,,Luna's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Thunder,,,,,,Disciplina's Pugio,Cupid's Thunder,Bellona's Fire,,,,Victoria's Chariot,,,,,,,,,,Ceres's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Jupiter,,,,,,Disciplina's Pilum,Might of Luna,Fortuna's Valor,,,,Honos's Pilum,,,,,,,,,,Sol's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Tempest,,,,,,Disciplina's Spatha,Apollo's Vigil,Virtus's Spatha,,,,Pavor's Fury,,,,,,,,,,Jupiter's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Pugio,,,,,,Disciplina's Hasta,Mercury's Spatha,Fides's Tenacity,,,,Metus's Hasta,,,,,,,,,,Vulcan's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Storm,,,,,,Disciplina's Scutum,Fist of Sol,Tychon's Fury,,,,Honos's Chariot,,,,,,,,,,Luna's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Courage,,,,,,Disciplina's Fury,Pluto's Vigil,Ultor's Courage,,,,Timor's Tempest,,,,,,,,,,Fist of Diana,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Courage,,,,,,Disciplina's Rage,Neptune's Vigil,Might of Mars,,,,Tychon's Thunder,,,,,,,,,,Mars's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Sol,,,,,,Disciplina's Valor,Will of Venus,Disciplina's Pilum,,,,Bolt of Metus,,,,,,,,,,Vulcan's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Ire,,,,,,Disciplina's Tenacity,Sol's Fire,Bolt of Volusianus,,,,Ultor's Thunder,,,,,,,,,,Vulcan's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Audacity,,,,,,Disciplina's Audacity,Janus's Rage,Timor's Tenacity,,,,Ultor's Command,,,,,,,,,,Pluto's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Gladius,,,,,,Disciplina's Ire,Might of Fortuna,Voice of Tychon,,,,Fides's Fury,,,,,,,,,,Cupid's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Chariot,,,,,,Disciplina's Storm,Bacchus's Vigil,Concordia's Chariot,,,,Metus's Command,,,,,,,,,,Janus's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Tenacity,,,,,,Disciplina's Tempest,Bolt of Pluto,Disciplina's Hasta,,,,Fides's Pilum,,,,,,,,,,Apollo's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Juno,,,,,,Disciplina's Thunder,Minerva's Thunder,Voice of Fortuna,,,,Vindex's Fire,,,,,,,,,,Apollo's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Saturn,,,,,,Praetoria's Chariot,Bacchus's Fire,Fortuna's Spatha,,,,Might of Fides,,,,,,,,,,Might of Minerva,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Diana,,,,,,Praetoria's Courage,Might of Cupid,Timor's Pugio,,,,Tychon's Fury,,,,,,,,,,Jupiter's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Audacity,,,,,,Praetoria's Gladius,Minerva's Command,Scipio's Storm,,,,Might of Praetoria,,,,,,,,,,Will of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Chariot,,,,,,Praetoria's Command,Wrath of Luna,Volusianus's Hasta,,,,Will of Scipio,,,,,,,,,,Diana's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Ire,,,,,,Praetoria's Fire,Voice of Vesta,Timor's Pilum,,,,Voice of Metus,,,,,,,,,,Janus's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Vigil,,,,,,Praetoria's Vigil,Mercury's Fury,Tutela's Vigil,,,,Metus's Vigil,,,,,,,,,,Vulcan's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Command,,,,,,Praetoria's Sagitta,Vesta's Hasta,Tutela's Gladius,,,,Quirinus's Rage,,,,,,,,,,Sol's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Vulcan,,,,,,Praetoria's Pugio,Vesta's Vigil,Ultor's Fire,,,,Mars's Spatha,,,,,,,,,,Will of Luna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Tenacity,,,,,,Praetoria's Pilum,Vulcan's Pilum,Volusianus's Spatha,,,,Justitia's Chariot,,,,,,,,,,Pluto's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Courage,,,,,,Praetoria's Spatha,Minerva's Scutum,Fist of Felicitas,,,,Fides's Vigil,,,,,,,,,,Pluto's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Gladius,,,,,,Praetoria's Hasta,Bacchus's Command,Bellona's Vigil,,,,Tutela's Gladius,,,,,,,,,,Fist of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Thunder,,,,,,Praetoria's Scutum,Vulcan's Storm,Victoria's Pugio,,,,Manius's Fury,,,,,,,,,,Mercury's Fury,,,
