namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sobek's Arrow,,,,,,Ahti's Chariot,Amon-Ra's Rage,Ahti's Arrow,,,,Shemat-Khu's Khopesh,Khentekhtai,,,,,,,,,Sobek's Spear,,Voice of Mahen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amon's Khopesh,,,,,,Anti's Fury,Blade of Horus,Wrath of Heptet,,,,Reshep's Fury,Nehebu-Kau,,,,,,,,,Dagger of Bastet,,Voice of Khentkaus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neith's Fury,,,,,,Anti's Dagger,Ra's Chariot,Blood of Wepwawet,,,,Fist of Baal,Ḥapy,,,,,,,,,Set's Fury,,Voice of Hetepheres,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blade of Sekhmet,,,,,,Setcheh's Fury,Ra's Khopesh,Anuke's Rage,,,,Dagger of Ishtar,Sekhet-Metu,,,,,,,,,Aten's Fury,,Word of Khentkaus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Maahes,,,,,,Aani's Arrow,Fist of Selkis,Baal's Arrow,,,,Ahti's Fury,Setem,,,,,,,,,Fist of Selkis,,Breath of Khafre,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aten's Fury,,,,,,Wrath of Seblumeker,Maahes's Rage,Denwen's Khopesh,,,,Mehen's Spear,Hetepes-Sekhus,,,,,,,,,Sobek's Javelin,,Voice of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhur's Rage,,,,,,Besna's Rage,Bastet's Javelin,Wrath of Shesmetet,,,,Hedetet's Chariot,Dionysus-Osiris,,,,,,,,,Ra's Vigil,,Breath of Mahen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selkis's Chariot,,,,,,Aani's Vigil,Blade of Sekhmet,Hetepes-Sekhus's Arrow,,,,Wrath of Buchis,Henkhisesui,,,,,,,,,Montu's Vigil,,Spirit of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Montu,,,,,,Asti's Javelin,Sobek's Shield,Amu-Aa's Fury,,,,Setcheh's Shield,Andjety,,,,,,,,,Blood of Amon-Ra,,Kagemni's Barque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hetemit's Rage,,,,,,Hedetet's Shield,Set's Chariot,Wrath of Anhefta,,,,Blood of Serket,Qererti,,,,,,,,,Blood of Osiris,,Spirit of Ptahshepses,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Aten,,,,,,Blade of Anti,Neith's Shield,Nehebu-Kau's Khopesh,,,,Baal's Vigil,Anti,,,,,,,,,Wrath of Anubis,,Den's Command,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neith's Shield,,,,,,Wepset's Spear,Hetemit's Rage,Serket's Chariot,,,,Wrath of Hetepes-Sekhus,Shezmu,,,,,,,,,Maahes's Rage,,Ptahshepses's Barque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sekhmet's Fury,,,,,,Heptet's Arrow,Anhur's Vigil,Reshep's Chariot,,,,Dagger of Wepwawet,Khenti-Amenti,,,,,,,,,Fist of Menhit,,Senusret's Chariot,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neith's Rage,,,,,,Ishtar's Rage,Montu's Fury,Blade of Ammit,,,,Anti's Khopesh,Ba,,,,,,,,,Montu's Shield,,Khentkaus's Barque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Set's Khopesh,,,,,,Anat's Rage,Bastet's Vigil,Kebehut's Rage,,,,Heptet's Fury,Seta-Ta,,,,,,,,,Anubis's Fury,,Will of Osiris,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neith's Chariot,,,,,,Wrath of Meretseger,Maahes's Vigil,Hedetet's Vigil,,,,Nehebu-Kau's Vigil,Amu-Aa,,,,,,,,,Blade of Osiris,,Djedre's Command,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seblumeker's Spear,,Mehen's Fury,,,,Shentayet's Arrow,Hardedef,,,,,,,,,,,Will of Mahen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelican's Vigil,,Wrath of Reshep,,,,Serket's Rage,Nebt-Ankhiu,,,,,,,,,,,Isis's Command,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shentayet's Javelin,,Dagger of Harmachis,,,,Heptet's Spear,Kagemni,,,,,,,,,,,Voice of Djedre,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buchis's Rage,,Asti's Dagger,,,,Pelican's Arrow,Qebeḥsenuf,,,,,,,,,,,Will of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reshep's Arrow,,Nehebu-Kau's Chariot,,,,Seblumeker's Arrow,Mehen,,,,,,,,,,,Voice of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahti's Shield,,Blade of Anat,,,,Blade of Serket,Themath,,,,,,,,,,,Will of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khefthernebes's Shield,,Blood of Shentayet,,,,Kebehut's Spear,Kneph,,,,,,,,,,,Spirit of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Anhefta,,Denwen's Arrow,,,,Shentayet's Khopesh,Ken,,,,,,,,,,,Den's Chariot,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besna's Dagger,,Nehebu-Kau's Rage,,,,Ahti's Dagger,Buchis,,,,,,,,,,,Osiris's Barque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am-heh's Spear,,Taweret's Chariot,,,,Serapis's Fury,Apis,,,,,,,,,,,Mahen's Steed,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shesmetet's Shield,,Dagger of Seblumeker,,,,Seblumeker's Chariot,Anuke,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehen's Khopesh,,Wepwawet's Javelin,,,,Ahti's Javelin,Sebeg,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Serapis,,Astarte's Javelin,,,,Seblumeker's Javelin,Aani,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wepwawet's Chariot,,Dagger of Heryshaf,,,,Ammit's Vigil,Sia,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amu-Aa's Javelin,,Blood of Ahti,,,,Ishtar's Fury,Iat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shentayet's Shield,,Kebehut's Fury,,,,Wrath of Ahti,Hatmehit,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Mehen,,Besna's Arrow,,,,Denwen's Spear,Haurun,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Ammit,,Fist of Shemat-Khu,,,,Reshep's Spear,Nebt-Setau,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apep's Khopesh,,Blood of Kebehut,,,,Ammit's Rage,Djebuty,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serapis's Vigil,,Dagger of Reshep,,,,Ammit's Shield,Ha,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Shemat-Khu,,Blade of Ta-Bijet,,,,Wepwawet's Fury,Perit,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hetepes-Sekhus's Javelin,,Anat's Fury,,,,Blood of Seblumeker,Djefa,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Khefthernebes,,Blood of Baal,,,,Apis's Fury,Maahes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Setcheh's Arrow,,Setcheh's Vigil,,,,Heryshaf's Vigil,Pakhet,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Wepset,,Harmachis's Arrow,,,,Heptet's Javelin,Tefnut,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blade of Khefthernebes,,Blade of Wepset,,,,Ammit's Fury,Wadjet,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am-heh's Fury,,Blood of Apesh,,,,Buchis's Spear,Selkis,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Nehebu-Kau,,Ta-Bijet's Dagger,,,,Fist of Taweret,Nun,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amu-Aa's Chariot,,Taweret's Fury,,,,Dagger of Anti,Kek,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ta-Bijet's Spear,,Blade of Shesmetet,,,,Ta-Bijet's Rage,Nephthys,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Nehebu-Kau,,Fist of Khefthernebes,,,,Astarte's Rage,Aker,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apep's Chariot,,Khentekhtai's Arrow,,,,Ishtar's Shield,Bennu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khesfu's Vigil,,Apesh's Fury,,,,Besna's Shield,Geb,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Ammit,,,,,,Dagger of Denwen,Hapi,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wepwawet's Dagger,,,,,,Fist of Pelican,Khepri,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besna's Spear,,,,,,Shemat-Khu's Shield,Khonsu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aani's Shield,,,,,,Denwen's Dagger,Neper,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Hedetet,,,,,,Anti's Arrow,Nemty,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heptet's Dagger,,,,,,Taweret's Vigil,Shu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anuke's Javelin,,,,,,Asti's Fury,Sopdu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wadj-wer,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatenen,,,,,,,,,,,,
